DATE,DFF
1980-01-01,13.8167741935483871
1980-02-01,14.1262068965517241
1980-03-01,17.1922580645161290
1980-04-01,17.6076666666666667
1980-05-01,10.9832258064516129
1980-06-01,9.4720000000000000
1980-07-01,9.0258064516129032
1980-08-01,9.6054838709677419
1980-09-01,10.8720000000000000
1980-10-01,12.8135483870967742
1980-11-01,15.8486666666666667
1980-12-01,18.8961290322580645
1981-01-01,19.0845161290322581
1981-02-01,15.9342857142857143
1981-03-01,14.7038709677419355
1981-04-01,15.7190000000000000
1981-05-01,18.5177419354838710
1981-06-01,19.0996666666666667
1981-07-01,19.0358064516129032
1981-08-01,17.8177419354838710
1981-09-01,15.8740000000000000
1981-10-01,15.0800000000000000
1981-11-01,13.3070000000000000
1981-12-01,12.3690322580645161
1982-01-01,13.2206451612903226
1982-02-01,14.7792857142857143
1982-03-01,14.6777419354838710
1982-04-01,14.9370000000000000
1982-05-01,14.4548387096774194
1982-06-01,14.1526666666666667
1982-07-01,12.5867741935483871
1982-08-01,10.1190322580645161
1982-09-01,10.3096666666666667
1982-10-01,9.7070967741935484
1982-11-01,9.1963333333333333
1982-12-01,8.9454838709677419
1983-01-01,8.6832258064516129
1983-02-01,8.5089285714285714
1983-03-01,8.7661290322580645
1983-04-01,8.8020000000000000
1983-05-01,8.6300000000000000
1983-06-01,8.9820000000000000
1983-07-01,9.3677419354838710
1983-08-01,9.5583870967741935
1983-09-01,9.4480000000000000
1983-10-01,9.4761290322580645
1983-11-01,9.3400000000000000
1983-12-01,9.4712903225806452
1984-01-01,9.5583870967741935
1984-02-01,9.5875862068965517
1984-03-01,9.9132258064516129
1984-04-01,10.2910000000000000
1984-05-01,10.3193548387096774
1984-06-01,11.0616666666666667
1984-07-01,11.2341935483870968
1984-08-01,11.6370967741935484
1984-09-01,11.3026666666666667
1984-10-01,9.9854838709677419
1984-11-01,9.4256666666666667
1984-12-01,8.3816129032258065
1985-01-01,8.3490322580645161
1985-02-01,8.5014285714285714
1985-03-01,8.5774193548387097
1985-04-01,8.2673333333333333
1985-05-01,7.9709677419354839
1985-06-01,7.5333333333333333
1985-07-01,7.8838709677419355
1985-08-01,7.8983870967741935
1985-09-01,7.9213333333333333
1985-10-01,7.9864516129032258
1985-11-01,8.0506666666666667
1985-12-01,8.2745161290322581
1986-01-01,8.1448387096774194
1986-02-01,7.8600000000000000
1986-03-01,7.4790322580645161
1986-04-01,6.9880000000000000
1986-05-01,6.8529032258064516
1986-06-01,6.9166666666666667
1986-07-01,6.5570967741935484
1986-08-01,6.1706451612903226
1986-09-01,5.8903333333333333
1986-10-01,5.8458064516129032
1986-11-01,6.0393333333333333
1986-12-01,6.9077419354838710
1987-01-01,6.4264516129032258
1987-02-01,6.1010714285714286
1987-03-01,6.1283870967741935
1987-04-01,6.3653333333333333
1987-05-01,6.8529032258064516
1987-06-01,6.7250000000000000
1987-07-01,6.5822580645161290
1987-08-01,6.7322580645161290
1987-09-01,7.2163333333333333
1987-10-01,7.2887096774193548
1987-11-01,6.6933333333333333
1987-12-01,6.7696774193548387
1988-01-01,6.8338709677419355
1988-02-01,6.5827586206896552
1988-03-01,6.5758064516129032
1988-04-01,6.8716666666666667
1988-05-01,7.0864516129032258
1988-06-01,7.5090000000000000
1988-07-01,7.7548387096774194
1988-08-01,8.0090322580645161
1988-09-01,8.1933333333333333
1988-10-01,8.2961290322580645
1988-11-01,8.3450000000000000
1988-12-01,8.7603225806451613
1989-01-01,9.1212903225806452
1989-02-01,9.3610714285714286
1989-03-01,9.8487096774193548
1989-04-01,9.8353333333333333
1989-05-01,9.8090322580645161
1989-06-01,9.5300000000000000
1989-07-01,9.2354838709677419
1989-08-01,8.9922580645161290
1989-09-01,9.0210000000000000
1989-10-01,8.8406451612903226
1989-11-01,8.5480000000000000
1989-12-01,8.4525806451612903
1990-01-01,8.2290322580645161
1990-02-01,8.2371428571428571
1990-03-01,8.2767741935483871
1990-04-01,8.2550000000000000
1990-05-01,8.1764516129032258
1990-06-01,8.2886666666666667
1990-07-01,8.1525806451612903
1990-08-01,8.1341935483870968
1990-09-01,8.1950000000000000
1990-10-01,8.1125806451612903
1990-11-01,7.8066666666666667
1990-12-01,7.3129032258064516
1991-01-01,6.9064516129032258
1991-02-01,6.2525000000000000
1991-03-01,6.1151612903225806
1991-04-01,5.9123333333333333
1991-05-01,5.7829032258064516
1991-06-01,5.8996666666666667
1991-07-01,5.8209677419354839
1991-08-01,5.6612903225806452
1991-09-01,5.4470000000000000
1991-10-01,5.2096774193548387
1991-11-01,4.8113333333333333
1991-12-01,4.4341935483870968
1992-01-01,4.0341935483870968
1992-02-01,4.0575862068965517
1992-03-01,3.9832258064516129
1992-04-01,3.7346666666666667
1992-05-01,3.8232258064516129
1992-06-01,3.7626666666666667
1992-07-01,3.2535483870967742
1992-08-01,3.3032258064516129
1992-09-01,3.2196666666666667
1992-10-01,3.0990322580645161
1992-11-01,3.0876666666666667
1992-12-01,2.9196774193548387
1993-01-01,3.0241935483870968
1993-02-01,3.0271428571428571
1993-03-01,3.0741935483870968
1993-04-01,2.9576666666666667
1993-05-01,2.9961290322580645
1993-06-01,3.0380000000000000
1993-07-01,3.0554838709677419
1993-08-01,3.0322580645161290
1993-09-01,3.0863333333333333
1993-10-01,2.9925806451612903
1993-11-01,3.0180000000000000
1993-12-01,2.9551612903225806
1994-01-01,3.0506451612903226
1994-02-01,3.2450000000000000
1994-03-01,3.3358064516129032
1994-04-01,3.5550000000000000
1994-05-01,4.0109677419354839
1994-06-01,4.2456666666666667
1994-07-01,4.2561290322580645
1994-08-01,4.4745161290322581
1994-09-01,4.7336666666666667
1994-10-01,4.7600000000000000
1994-11-01,5.2946666666666667
1994-12-01,5.4532258064516129
1995-01-01,5.5274193548387097
1995-02-01,5.9153571428571429
1995-03-01,5.9764516129032258
1995-04-01,6.0473333333333333
1995-05-01,6.0090322580645161
1995-06-01,6.0013333333333333
1995-07-01,5.8519354838709677
1995-08-01,5.7351612903225806
1995-09-01,5.8046666666666667
1995-10-01,5.7561290322580645
1995-11-01,5.8030000000000000
1995-12-01,5.6019354838709677
1996-01-01,5.5648387096774194
1996-02-01,5.2244827586206897
1996-03-01,5.3141935483870968
1996-04-01,5.2236666666666667
1996-05-01,5.2351612903225806
1996-06-01,5.2733333333333333
1996-07-01,5.3964516129032258
1996-08-01,5.2229032258064516
1996-09-01,5.2990000000000000
1996-10-01,5.2380645161290323
1996-11-01,5.3110000000000000
1996-12-01,5.2945161290322581
1997-01-01,5.2545161290322581
1997-02-01,5.1857142857142857
1997-03-01,5.3861290322580645
1997-04-01,5.5073333333333333
1997-05-01,5.5041935483870968
1997-06-01,5.5556666666666667
1997-07-01,5.5212903225806452
1997-08-01,5.5422580645161290
1997-09-01,5.5406666666666667
1997-10-01,5.4961290322580645
1997-11-01,5.5216666666666667
1997-12-01,5.5048387096774194
1998-01-01,5.5574193548387097
1998-02-01,5.5057142857142857
1998-03-01,5.4935483870967742
1998-04-01,5.4453333333333333
1998-05-01,5.4887096774193548
1998-06-01,5.5586666666666667
1998-07-01,5.5358064516129032
1998-08-01,5.5467741935483871
1998-09-01,5.5116666666666667
1998-10-01,5.0709677419354839
1998-11-01,4.8260000000000000
1998-12-01,4.6835483870967742
1999-01-01,4.6325806451612903
1999-02-01,4.7646428571428571
1999-03-01,4.8093548387096774
1999-04-01,4.7363333333333333
1999-05-01,4.7422580645161290
1999-06-01,4.7646666666666667
1999-07-01,4.9941935483870968
1999-08-01,5.0722580645161290
1999-09-01,5.2243333333333333
1999-10-01,5.2000000000000000
1999-11-01,5.4200000000000000
1999-12-01,5.2958064516129032
2000-01-01,5.4483870967741935
2000-02-01,5.7348275862068966
2000-03-01,5.8535483870967742
2000-04-01,6.0196666666666667
2000-05-01,6.2680645161290323
2000-06-01,6.5283333333333333
2000-07-01,6.5445161290322581
2000-08-01,6.4967741935483871
2000-09-01,6.5170000000000000
2000-10-01,6.5093548387096774
2000-11-01,6.5143333333333333
2000-12-01,6.4022580645161290
2001-01-01,5.9758064516129032
2001-02-01,5.4942857142857143
2001-03-01,5.3109677419354839
2001-04-01,4.8020000000000000
2001-05-01,4.2122580645161290
2001-06-01,3.9696666666666667
2001-07-01,3.7690322580645161
2001-08-01,3.6525806451612903
2001-09-01,3.0690000000000000
2001-10-01,2.4851612903225806
2001-11-01,2.0870000000000000
2001-12-01,1.8177419354838710
2002-01-01,1.7296774193548387
2002-02-01,1.7396428571428571
2002-03-01,1.7300000000000000
2002-04-01,1.7530000000000000
2002-05-01,1.7512903225806452
2002-06-01,1.7503333333333333
2002-07-01,1.7290322580645161
2002-08-01,1.7432258064516129
2002-09-01,1.7506666666666667
2002-10-01,1.7548387096774194
2002-11-01,1.3360000000000000
2002-12-01,1.2383870967741935
2003-01-01,1.2351612903225806
2003-02-01,1.2621428571428571
2003-03-01,1.2529032258064516
2003-04-01,1.2580000000000000
2003-05-01,1.2590322580645161
2003-06-01,1.2226666666666667
2003-07-01,1.01129032258064516129
2003-08-01,1.02903225806451612903
2003-09-01,1.01000000000000000000
2003-10-01,1.01000000000000000000
2003-11-01,0.99600000000000000000
2003-12-01,0.98419354838709677419
2004-01-01,0.99709677419354838710
2004-02-01,1.00724137931034482759
2004-03-01,1.00161290322580645161
2004-04-01,1.00400000000000000000
2004-05-01,1.00451612903225806452
2004-06-01,1.02566666666666666667
2004-07-01,1.2635483870967742
2004-08-01,1.4293548387096774
2004-09-01,1.6050000000000000
2004-10-01,1.7609677419354839
2004-11-01,1.9320000000000000
2004-12-01,2.1561290322580645
